 serial number,character,ferquency(pre million)
1275,丢,100.42866 
1276,荣,100.42813 
1277,臂,100.39969 
1278,逐,100.39495 
1279,傲,100.36492 
1280,戴,100.06729 
1281,芒,100.02989 
1282,庆,99.95666 
1283,伴,99.84815 
1284,袭,99.62953 
1285,供,99.50837 
1286,积,99.46254 
1287,测,99.24867 
1288,遥,99.19230 
1289,阻,98.99160 
1290,例,98.52856 
1291,睁,98.49853 
1292,岛,98.42004 
1293,遗,98.41688 
1294,瞪,98.40371 
1295,慕,98.21829 
1296,皱,98.14401 
1297,博,98.13348 
1298,幕,98.07026 
1299,猜,97.76789 
1300,益,97.56877 
1301,净,97.47921 
1302,泽,97.34594 
1303,炼,97.32381 
1304,监,97.08624 
1305,鸡,97.05884 
1306,珍,96.77491 
1307,伏,96.69378 
1308,绍,96.56420 
1309,曹,96.55103 
1310,爬,96.54102 
1311,丫,96.48887 
1312,炸,96.44251 
1313,壁,96.26340 
1314,涌,96.26130 
1315,凶,96.16753 
1316,郎,96.11485 
1317,宿,95.83776 
1318,怨,95.68500 
1319,醉,95.53487 
1320,拼,95.50010 
1321,迫,95.38579 
1322,革,95.31256 
1323,瞧,95.25883 
1324,奥,95.19773 
1325,输,94.92959 
1326,莉,94.87270 
1327,忠,94.84320 
1328,颗,94.72204 
1329,嗯,94.57191 
1330,佳,94.56348 
1331,旅,94.43231 
1332,仁,94.29588 
1333,鸟,94.21054 
1334,骗,94.08306 
1335,浩,94.03933 
1336,塔,93.92134 
1337,胖,93.82230 
1338,绪,93.79544 
1339,枫,93.60632 
1340,拔,93.50518 
1341,赞,93.24969 
1342,炮,92.94100 
1343,傅,92.81931 
1344,凯,92.67708 
1345,邪,92.39631 
1346,芳,92.36733 
1347,浑,92.35627 
1348,夺,92.25776 
1349,宽,92.22668 
1350,堆,92.18454 
1351,裂,92.14556 
1352,遭,91.81474 
1353,赤,91.71149 
1354,旋,91.69885 
1355,扭,91.55504 
1356,洁,91.29270 
1357,浮,91.26478 
1358,悉,91.14257 
1359,擦,90.89129 
1360,慧,90.57312 
1361,典,90.09901 
1362,赏,90.05529 
1363,匆,89.87355 
1364,评,89.76135 
1365,纵,89.60015 
1366,莲,89.46214 
1367,雾,89.46108 
1368,乌,89.32728 
1369,跃,89.25353 
1370,壮,89.20981 
1371,贴,89.12131 
1372,丰,89.05125 
1373,隔,89.03597 
1374,健,88.97750 
1375,辛,88.94958 
1376,抵,88.72254 
1377,竹,88.72201 
1378,彻,88.71779 
1379,摩,88.59874 
1380,轰,88.56239 
1381,编,88.28741 
1382,肚,88.25581 
1383,插,88.20155 
1384,磨,88.16731 
1385,哎,87.65633 
1386,御,87.57363 
1387,耐,87.24966 
1388,惧,87.22490 
1389,氏,87.12376 
1390,辉,87.04790 
1391,扶,87.02735 
1392,恢,86.91041 
1393,貌,86.86721 
1394,额,86.81980 
1395,述,86.79030 
1396,票,86.70971 
1397,录,86.60119 
1398,拖,86.29882 
1399,膀,86.24034 
1400,鹰,85.65088 
1401,孟,85.58872 
1402,递,85.29583 
1403,瑞,85.07879 
1404,唇,84.98503 
1405,暂,84.91233 
1406,货,84.89547 
1407,琴,84.87124 
1408,踪,84.73164 
1409,码,84.72532 
1410,慰,84.54200 
1411,蛇,84.51935 
1412,玲,84.38081 
1413,晕,84.34551 
1414,损,84.31812 
1415,轩,84.24385 
1416,粗,84.23120 
1417,掩,84.22751 
1418,屁,84.21540 
1419,悠,84.12269 
1420,仰,84.05736 
1421,零,83.77922 
1422,盟,83.56640 
1423,途,83.54691 
1424,贼,83.52426 
1425,洪,83.42523 
1426,悟,83.33831 
1427,固,83.01750 
1428,讶,82.76991 
1429,冬,82.66350 
1430,滑,82.64665 
1431,甜,82.56921 
1432,郁,82.45490 
1433,琳,82.28738 
1434,辆,82.24366 
1435,乃,82.07087 
1436,猪,81.98554 
1437,暖,81.86543 
1438,妮,81.84857 
1439,挣,81.84014 
1440,旦,81.33180 
1441,估,81.29703 
1442,坦,81.25068 
1443,甘,80.98676 
1444,佩,80.85980 
1445,莱,80.57692 
1446,享,80.44470 
1447,吼,80.39782 
1448,构,80.34883 
1449,粉,80.00642 
1450,萨,79.98851 
1451,吻,79.88895 
1452,潜,79.84997 
1453,瓶,79.73460 
1454,偶,79.53917 
1455,戒,79.49386 
1456,浓,79.26945 
1457,毁,79.26419 
1458,销,79.25734 
1459,迪,79.22310 
1460,拒,79.12195 
1461,绕,79.05453 
1462,勒,78.87068 
1463,朗,78.75584 
1464,嘻,78.50299 
1465,尾,78.46927 
1466,帐,78.38077 
1467,废,78.35602 
1468,延,78.31019 
1469,敲,78.23644 
1470,烂,78.21220 
1471,曼,78.11475 
1472,厌,78.05259 
1473,宜,78.04153 
1474,羞,78.01730 
1475,喂,77.98674 
1476,吟,77.90404 
1477,滴,77.83398 
1478,洲,77.74706 
1479,爹,77.73652 
1480,艳,77.73336 
1481,晴,77.71334 
1482,抚,77.50790 
1483,缩,77.39517 
1484,协,77.24609 
1485,央,77.06593 
1486,悔,76.92949 
1487,肖,76.46909 
1488,缠,76.46066 
1489,脆,76.44907 
1490,痕,76.36373 
1491,伍,76.20938 
1492,寂,76.18094 
1493,启,75.64204 
1494,翔,75.61412 
1495,薄,75.48190 
1496,侯,75.14002 
1497,劝,75.08734 
1498,郭,74.91403 
1499,奴,74.91298 
1500,鸣,74.91140 
1501,倾,74.76969 
1502,彼,74.47733 
1503,扔,74.27715 
1504,撒,74.22869 
1505,豫,74.15336 
1506,检,73.93527 
1507,针,73.88839 
1508,耀,73.88786 
1509,痴,73.87891 
1510,姆,73.85151 
1511,篇,73.84941 
1512,椅,73.78514 
1513,厂,73.77039 
1514,董,73.68874 
1515,熊,73.60498 
1516,埋,73.55125 
1517,乖,73.51911 
1518,狐,73.49804 
1519,蒋,73.43799 
1520,踏,73.40164 
1521,隆,73.29523 
1522,括,73.28944 
1523,潮,73.26995 
1524,唉,73.24045 
1525,穷,73.11297 
1526,聪,73.08083 
1527,唤,72.88382 
1528,泰,72.84852 
1529,版,72.76950 
1530,末,72.62095 
1531,旗,72.40287 
1532,仪,72.34387 
1533,焦,72.31542 
1534,猫,72.24062 
1535,盗,71.95668 
1536,侍,71.93666 
1537,挤,71.90558 
1538,款,71.90506 
1539,拾,71.85396 
1540,荒,71.82815 
1541,姿,71.40198 
1542,域,71.35773 
1543,搭,71.35668 
1544,脉,70.74719 
1545,授,70.71506 
1546,俗,70.64078 
1547,融,70.51910 
1548,狱,70.48380 
1549,欺,70.47748 
1550,访,70.32419 
1551,桥,70.26045 
1552,锁,70.18986 
1553,霸,70.11664 
1554,牵,69.82901 
1555,池,69.70996 
1556,钻,69.65254 
1557,港,69.62304 
1558,喃,69.57089 
1559,廷,69.56615 
1560,乘,69.52664 
1561,玛,69.44078 
1562,奉,69.34069 
1563,扯,69.26009 
1564,岳,69.25956 
1565,减,69.16211 
1566,弯,68.80021 
1567,夹,68.71487 
1568,辞,68.56053 
1569,岸,68.41408 
1570,岂,68.20495 
1571,屈,68.09907 
1572,恼,67.90574 
1573,哲,67.77194 
1574,季,67.71768 
1575,召,67.66394 
1576,丧,67.57387 
1577,尝,67.34419 
1578,恭,67.31416 
1579,载,67.11820 
1580,瘦,67.01495 
1581,皆,66.94542 
1582,颇,66.90749 
1583,茫,66.83268 
1584,染,66.66517 
1585,肃,66.57825 
1586,爽,66.51398 
1587,亏,66.40283 
1588,吞,66.21424 
1589,惹,66.03619 
1590,哀,65.98931 
1591,乔,65.77649 
1592,趁,65.74488 
1593,铺,65.73382 
1594,脏,65.47412 
1595,吕,65.46832 
1596,奖,65.46095 
1597,倍,65.42829 
1598,汤,65.34190 
1599,振,65.32188 
1600,婷,65.24286 
1601,牢,64.72609 
1602,扰,64.72503 
1603,溜,64.61599 
1604,庞,64.53855 
1605,臭,64.52697 
1606,悦,64.49747 
1607,赫,64.34365 
1608,赢,64.32942 
1609,跪,64.15927 
1610,麦,64.13715 
1611,枝,64.04180 
1612,侠,63.83583 
1613,泉,63.77261 
1614,劫,63.72415 
1615,炎,63.66410 
1616,泥,63.55980 
1617,赌,63.49764 
1618,弓,63.48815 
1619,魏,63.41177 
1620,罩,63.38122 
1621,疾,63.27744 
1622,饰,63.18420 
1623,符,63.17419 
1624,垂,63.16313 
1625,映,62.84074 
1626,漠,62.76752 
1627,脖,62.71221 
1628,饮,62.67059 
1629,沿,62.66743 
1630,懒,62.56787 
1631,肤,62.56681 
1632,桑,62.54416 
1633,堪,62.52783 
1634,燃,62.52204 
1635,卓,62.51361 
1636,祝,62.25285 
1637,赖,62.20913 
1638,宾,61.94837 
1639,贾,61.79824 
1640,喘,61.67445 
1641,焰,61.66444 
1642,吵,61.66391 
1643,冥,61.62177 
1644,鞋,61.55065 
1645,逸,61.54170 
1646,均,61.37313 
1647,库,61.32677 
1648,裤,61.30043 
1649,碗,61.18559 
1650,航,61.14187 
1651,踢,61.06496 
1652,姨,60.97488 
1653,酸,60.89797 
1654,啸,60.88428 
1655,龄,60.83265 
1656,阁,60.82949 
1657,舌,60.79314 
1658,箱,60.71465 
1659,冯,60.69832 
1660,邦,60.49656 
1661,钢,60.36382 
1662,霞,60.27110 
1663,促,60.17944 
1664,泡,60.14942 
1665,盾,60.00508 
1666,羊,59.85653 
1667,碧,59.85179 
1668,援,59.84125 
1669,忌,59.80385 
1670,抹,59.65740 
1671,倩,59.45038 
1672,锐,59.44248 
1673,喷,59.37399 
1674,拦,59.35240 
1675,嘉,59.33291 
1676,袖,59.27917 
1677,殊,59.10165 
1678,辰,59.01052 
1679,繁,58.82509 
1680,络,58.75450 
1681,抛,58.66547 
1682,嫁,58.58435 
1683,咒,58.57698 
1684,撤,58.53483 
1685,键,58.43738 
1686,湿,58.30568 
1687,恰,58.29884 
1688,虫,58.13501 
1689,审,58.12710 
1690,献,58.10709 
1691,媚,58.03176 
1692,贤,57.79155 
1693,葛,57.71095 
1694,刹,57.70515 
1695,袁,57.61402 
1696,摔,57.53342 
1697,序,57.52341 
1698,筑,57.24422 
1699,斜,57.20682 
1700,瓦,57.08724 
1701,涂,56.96397 
1702,湾,56.88654 
1703,莎,56.83807 
1704,崇,56.78855 
1705,猎,56.74483 
1706,刑,56.72534 
1707,墨,56.71797 
1708,娃,56.57152 
1709,梯,56.52200 
1710,桃,56.47301 
1711,豆,56.46300 
1712,驾,56.46195 
1713,浅,56.34290 
1714,径,56.21226 
1715,饿,56.19540 
1716,疲,56.16695 
1717,搬,56.13693 
1718,瓜,56.11533 
1719,莹,56.09584 
1720,滋,56.02946 
1721,润,55.99733 
1722,铃,55.95150 
1723,蛮,55.76871 
1724,蒂,55.73394 
1725,拨,55.70971 
1726,涛,55.63069 
1727,予,55.59750 
1728,勾,55.58802 
1729,惠,55.56958 
1730,析,55.55431 
1731,砍,55.42683 
1732,撑,55.39101 
1733,截,55.37046 
1734,措,55.27459 
1735,币,55.15659 
1736,薇,55.01067 
1737,愈,54.69039 
1738,督,54.66879 
1739,酷,54.56343 
1740,祥,54.55974 
1741,怖,54.50812 
1742,侵,54.26844 
1743,岩,54.23788 
1744,扮,54.22629 
1745,糟,54.20680 
1746,盈,54.19416 
1747,腹,54.11778 
1748,斩,53.97449 
1749,尺,53.86492 
1750,签,53.81540 
1751,稀,53.79486 
1752,掏,53.76905 
1753,夸,53.75324 
1754,汽,53.74481 
1755,液,53.69477 
1756,姬,53.69424 
1757,愧,53.68845 
1758,汇,53.58257 
1759,柱,53.49459 
1760,粮,53.21435 
1761,堡,53.20170 
1762,仗,53.19222 
1763,笨,53.11479 
1764,奏,53.10899 
1765,歉,53.02892 
1766,甩,53.01364 
1767,怔,53.01206 
1768,允,52.91777 
1769,竞,52.83559 
1770,祸,52.79345 
1771,耶,52.77870 
1772,爵,52.15868 
1773,绩,52.15552 
1774,诱,52.02382 
1775,呜,51.95639 
1776,穴,51.90846 
1777,黎,51.85841 
1778,租,51.84998 
1779,培,51.84261 
1780,砸,51.84103 
1781,麽,51.80890 
1782,井,51.75411 
1783,窝,51.67931 
1784,弥,51.48493 
1785,返,51.43804 
1786,匹,51.43699 
1787,啥,51.42382 
1788,凑,51.41960 
1789,奸,51.39010 
1790,陌,51.19994 
1791,叛,51.19888 
1792,核,51.07930 
1793,卧,51.02926 
1794,幅,50.99239 
1795,眨,50.98975 
1796,耗,50.98870 
1797,洒,50.97184 
1798,怡,50.78273 
1799,详,50.75691 
1800,卢,50.66051 
1801,扣,50.65261 
1802,哇,50.62785 
1803,丑,50.56991 
1804,勉,50.52776 
1805,孝,50.50301 
1806,矛,50.42610 
1807,氛,50.30968 
1808,衡,50.29861 
1809,陶,50.28123 
1810,购,50.22276 
1811,汪,50.10634 
1812,僵,50.02047 
1813,疗,49.84927 
1814,妃,49.73601 
1815,罚,49.72916 
1816,棋,49.55901 
1817,缝,49.52372 
1818,咐,49.24453 
1819,躯,49.23188 
1820,泛,49.22978 
1821,愁,49.18869 
1822,搜,49.05330 
1823,慈,49.01538 
1824,肥,49.01116 
1825,笼,48.78886 
1826,篮,48.69404 
1827,俱,48.67666 
1828,惟,48.48280 
1829,柜,48.36270 
1830,捉,48.15304 
1831,悬,48.01397 
1832,霍,47.94548 
1833,泄,47.89386 
1834,咽,47.82854 
1835,齿,47.82222 
1836,秒,47.71581 
1837,勤,47.38815 
1838,扩,47.30439 
1839,屏,47.27858 
1840,霜,47.21221 
1841,袍,47.09895 
1842,蝶,46.98569 
1843,祭,46.93670 
1844,厨,46.88507 
1845,胁,46.82344 
1846,璃,46.75127 
1847,劈,46.72230 
1848,赚,46.72125 
1849,锦,46.70439 
1850,尬,46.67436 
1851,尴,46.65698 
1852,熙,46.53055 
1853,寺,46.50632 
1854,昌,46.32405 
1855,贺,46.18972 
1856,巾,46.17129 
1857,描,46.05961 
1858,捕,45.87734 
1859,陵,45.62343 
1860,咳,45.55074 
1861,扇,45.51176 
1862,虹,45.49385 
1863,绵,45.49174 
1864,撕,45.45276 
1865,蔡,45.42589 
1866,催,45.38270 
1867,彭,45.33950 
1868,宠,45.33581 
1869,贪,45.29683 
1870,辱,45.21202 
1871,誓,45.21149 
1872,盒,45.19516 
1873,寸,45.04661 
1874,披,45.03818 
1875,搂,44.99182 
1876,饶,44.99182 
1877,跌,44.92071 
1878,欠,44.84696 
1879,肌,44.82009 
1880,售,44.81167 
1881,巡,44.78849 
1882,抑,44.72422 
1883,纹,44.67576 
1884,宏,44.64310 
1885,幼,44.64152 
1886,萍,44.58515 
1887,驻,44.57883 
1888,丛,44.51772 
1889,亿,44.44187 
1890,播,44.43554 
1891,俄,44.38708 
1892,刃,44.37760 
1893,蕾,44.22536 
1894,挨,44.18427 
1895,仲,44.15319 
1896,迈,44.14318 
1897,违,44.05784 
1898,辩,44.01991 
1899,埃,44.01149 
1900,艘,43.87136 
1901,琪,43.80025 
1902,灾,43.77496 
1903,僧,43.75705 
1904,渡,43.75547 
1905,卑,43.68330 
1906,雕,43.63747 
1907,鼠,43.60586 
1908,讯,43.56952 
1909,辣,43.51104 
1910,刷,43.42096 
1911,艰,43.30455 
1912,斥,43.28031 
1913,裙,43.24397 
1914,翠,43.22026 
1915,饱,43.21657 
1916,掠,43.17548 
1917,询,43.13387 
1918,勃,43.09489 
1919,夕,43.07908 
1920,矮,43.05274 
1921,瑶,43.02904 
1922,赐,42.95845 
1923,捏,42.93422 
1924,闯,42.90103 
1925,姚,42.86363 
1926,瑟,42.85204 
1927,渴,42.68452 
1928,谅,42.66714 
1929,昂,42.65450 
1930,串,42.62816 
1931,沟,42.55810 
1932,涉,42.51385 
1933,咕,42.46433 
1934,驶,42.44484 
1935,摄,42.43062 
1936,贫,42.35739 
1937,辕,42.22517 
1938,婉,42.15090 
1939,鹏,41.93281 
1940,姜,41.92701 
1941,碍,41.88171 
1942,荷,41.87117 
1943,冠,41.83430 
1944,魅,41.82640 
1945,玫,41.80901 
1946,裁,41.80533 
1947,坡,41.73579 
1948,鸿,41.64466 
1949,邓,41.53298 
1950,歪,41.24957 
1951,乏,41.14158 
1952,申,41.11472 
1953,割,40.85765 
1954,巫,40.85027 
1955,衫,40.84079 
1956,棒,40.71173 
1957,阔,40.65747 
1958,泣,40.61638 
1959,韦,40.60690 
1960,恍,40.50102 
1961,贯,40.49048 
1962,魄,40.48627 
1963,柄,40.48047 
1964,患,40.39461 
1965,覆,40.34931 
1966,蜜,40.32981 
1967,婴,40.27556 
1968,励,40.27081 
1969,锅,40.20655 
1970,陛,40.20075 
1971,遮,40.05062 
1972,帕,39.91313 
1973,咖,39.74825 
1974,嫌,39.73929 
1975,胳,39.66028 
1976,挖,39.64816 
1977,啪,39.64078 
1978,矿,39.63552 
1979,凄,39.53332 
1980,爪,39.33683 
1981,眠,39.31998 
1982,穆,39.28310 
1983,啡,39.24465 
1984,吾,39.17458 
1985,坛,39.12243 
1986,脾,39.10558 
1987,恒,39.06343 
1988,屠,39.04078 
1989,玻,39.03446 
1990,蓉,39.02550 
1991,础,38.99074 
1992,曰,38.98863 
1993,耸,38.98652 
1994,膊,38.97283 
1995,後,38.94912 
1996,逆,38.87116 
1997,寿,38.82427 
1998,驱,38.81532 
1999,猴,38.77844 
2000,佣,38.77581 
2001,毅,38.75843 
2002,舅,38.73946 
2003,铜,38.69416 
2004,娟,38.63569 
2005,眯,38.60619 
2006,淫,38.52612 
2007,吩,38.41339 
2008,匪,38.36914 
2009,牧,38.25640 
2010,役,38.25535 
2011,寄,38.22322 
2012,诡,38.21690 
2013,纤,38.09416 
2014,腐,38.05623 
2015,姻,38.01145 
2016,晰,37.99986 
2017,渊,37.99986 
2018,亭,37.99934 
2019,邀,37.99565 
2020,哄,37.96562 
2021,骚,37.93612 
2022,墓,37.92506 
2023,柯,37.91400 
2024,筋,37.76386 
2025,崔,37.74964 
2026,灿,37.66694 
2027,捷,37.60109 
2028,淋,37.51101 
2029,弗,37.45464 
2030,辑,37.42778 
2031,棍,37.31136 
2032,绳,37.27923 
2033,频,37.24182 
2034,廊,37.19494 
2035,畏,37.12804 
2036,歇,37.12225 
2037,裹,37.10644 
2038,苗,37.10275 
2039,盼,37.04692 
2040,咯,37.01057 
2041,耍,36.99793 
2042,煞,36.99529 
2043,寝,36.96895 
2044,瞒,36.91943 
2045,添,36.85359 
2046,嫂,36.79617 
2047,纠,36.73243 
2048,慨,36.72874 
2049,嚷,36.72505 
2050,驰,36.69871 
2051,拐,36.65078 
2052,宴,36.63287 
2053,津,36.62549 
2054,岚,36.59178 
2055,浴,36.51750 
2056,耻,36.49854 
2057,挽,36.44955 
2058,页,36.41636 
2059,誉,36.38317 
2060,牲,36.32365 
2061,乳,36.29573 
2062,仓,36.26728 
2063,逝,36.13611 
2064,喉,36.06342 
2065,逛,36.06236 
2066,樱,36.01021 
2067,兼,35.99177 
2068,戈,35.95701 
2069,哗,35.95648 
2070,涯,35.93804 
2071,捧,35.92751 
2072,铭,35.90011 
2073,障,35.81214 
2074,摊,35.80740 
2075,跨,35.80371 
2076,妥,35.76895 
2077,揉,35.73418 
2078,晋,35.68203 
2079,寞,35.66043 
2080,寨,35.63830 
2081,漆,35.62566 
2082,污,35.51767 
2083,嘲,35.41442 
2084,枚,35.39862 
2085,吊,35.36332 
2086,乾,35.35858 
2087,馨,35.34752 
2088,伪,35.28905 
2089,嗓,35.26324 
2090,呈,35.24638 
2091,卿,35.19897 
2092,楠,35.18527 
2093,籍,35.08887 
2094,裸,35.04936 
2095,链,35.03409 
2096,灌,34.94980 
2097,昆,34.93927 
2098,畅,34.92452 
2099,逍,34.91819 
2100,帽,34.91029 
2101,阅,34.90186 
2102,逗,34.85761 
2103,蹲,34.85077 
2104,踩,34.77860 
2105,窜,34.75384 
2106,哑,34.74120 
2107,趴,34.70538 
2108,逢,34.69747 
2109,植,34.64848 
2110,媒,34.63689 
2111,韵,34.57157 
2112,昭,34.56209 
2113,尹,34.55682 
2114,谦,34.51573 
2115,档,34.50836 
2116,趟,34.49993 
2117,沾,34.39879 
2118,兔,34.30502 
2119,订,34.29554 
2120,朴,34.24181 
2121,瞎,34.21705 
2122,鞭,34.18755 
2123,俺,34.16437 
2124,斤,34.14751 
2125,翅,33.93786 
2126,肠,33.82829 
2127,雀,33.82565 
2128,慎,33.79510 
2129,盆,33.75928 
2130,迁,33.75822 
2131,镖,33.71397 
2132,芬,33.64338 
2133,崖,33.61072 
2134,丘,33.58702 
2135,蠢,33.46270 
2136,庙,33.44690 
2137,潘,33.44637 
2138,颖,33.32363 
2139,拓,33.26252 
2140,娶,33.25725 
2141,纱,33.21248 
2142,漏,33.18561 
2143,谨,33.07025 
2144,珊,33.04707 
2145,仆,32.82477 
2146,宙,32.71204 
2147,尉,32.69781 
2148,屑,32.68359 
2149,叮,32.67200 
2150,捂,32.62459 
2151,涩,32.61880 
2152,诧,32.50659 
2153,柴,32.49184 
2154,杆,32.43390 
2155,涵,32.37279 
2156,坠,32.34487 
2157,赔,32.33381 
2158,涨,32.32643 
2159,嘟,32.29114 
2160,崩,32.28534 
2161,薛,32.27323 
2162,藤,32.25532 
2163,税,32.24162 
2164,枯,32.15681 
2165,译,32.00826 
2166,帘,31.99719 
2167,糖,31.98877 
2168,愉,31.94346 
2169,骄,31.92134 
2170,羡,31.84759 
2171,糕,31.82336 
2172,彬,31.81651 
2173,愚,31.80755 
2174,疏,31.75119 
2175,翰,31.71326 
2176,堵,31.69377 
2177,腕,31.65057 
2178,眸,31.58631 
2179,芸,31.55944 
2180,溪,31.40246 
2181,殷,31.30184 
2182,谎,31.29816 
2183,鼎,31.16699 
2184,稿,31.16541 
2185,哟,31.10694 
2186,冤,31.09008 
2187,症,31.05004 
2188,棵,30.96418 
2189,狄,30.96312 
2190,咧,30.96102 
2191,湘,30.90781 
2192,宛,30.87094 
2193,嫩,30.86620 
2194,肆,30.86146 
2195,宰,30.79719 
2196,憾,30.77032 
2197,偿,30.73872 
2198,腔,30.64073 
2199,哩,30.63968 
2200,豹,30.62124 
2201,瑰,30.60175 
2202,鉴,30.57383 
2203,绑,30.55961 
2204,潇,30.53538 
2205,戚,30.46900 
2206,郡,30.41738 
2207,澡,30.39420 
2208,桂,30.34468 
2209,兮,30.32467 
2210,雯,30.32203 
2211,颠,30.30307 
2212,狮,30.27199 
2213,邻,30.24618 
2214,契,30.24143 
2215,骇,30.22668 
2216,卜,30.21984 
2217,揭,30.10447 
2218,妄,30.02493 
2219,坑,29.96277 
2220,伐,29.95329 
2221,矩,29.87901 
2222,烁,29.87796 
2223,葬,29.80368 
2224,诀,29.77997 
2225,鄙,29.62615 
2226,鹿,29.60824 
2227,柏,29.54503 
2228,溃,29.50078 
2229,朕,29.42598 
2230,舟,29.36224 
2231,妆,29.33379 
2232,躁,29.28269 
2233,霉,29.22053 
2234,侦,29.20736 
2235,冻,29.03195 
2236,娅,29.02984 
2237,庸,29.01614 
2238,筹,28.93712 
2239,削,28.91711 
2240,砰,28.84283 
2241,耿,28.81913 
2242,牺,28.75539 
2243,筒,28.75381 
2244,遂,28.72431 
2245,旭,28.70007 
2246,胎,28.67690 
2247,惶,28.55257 
2248,淑,28.52992 
2249,叉,28.52624 
2250,痒,28.51623 
2251,竖,28.51201 
2252,龟,28.47935 
2253,斑,28.43247 
2254,儒,28.37558 
2255,嫣,28.29972 
2256,宅,28.11745 
2257,押,28.10376 
2258,胃,27.97891 
2259,旨,27.96890 
2260,册,27.96363 
2261,膝,27.88988 
2262,浸,27.71657 
2263,弦,27.70815 
2264,栏,27.67759 
2265,衷,27.66390 
2266,刮,27.55907 
2267,艇,27.54221 
2268,岗,27.52588 
2269,赴,27.48953 
2270,囊,27.42895 
2271,斧,27.42632 
2272,颊,27.41894 
2273,疆,27.33993 
2274,炉,27.31253 
2275,塌,27.26302 
2276,乞,27.25511 
2277,旺,27.25511 
2278,烤,27.25406 
2279,黛,27.21244 
2280,逊,27.17399 
2281,贱,27.13922 
2282,辨,27.09866 
2283,狸,27.08496 
2284,叙,27.07548 
2285,愕,27.00384 
2286,叠,26.97750 
2287,遣,26.95221 
2288,晌,26.93378 
2289,麟,26.90480 
2290,腥,26.89427 
2291,粒,26.86108 
2292,拟,26.70990 
2293,俏,26.68198 
2294,杖,26.68040 
2295,芝,26.52447 
2296,夷,26.50498 
2297,衬,26.48233 
2298,佐,26.48180 
2299,巷,26.45388 
2300,捡,26.41859 
2301,遵,26.37434 
2302,塑,26.28794 
2303,桶,26.28636 
2304,泼,26.26898 
2305,滩,26.26161 
2306,琼,26.22210 
2307,昊,26.19839 
2308,帆,26.19365 
2309,搏,26.18733 
2310,颈,26.16257 
2311,噢,26.13254 
2312,蹦,26.11832 
2313,寡,26.10620 
2314,贞,26.09672 
2315,凰,26.06986 
2316,哨,26.06828 
2317,拆,26.04615 
2318,茹,26.03878 
2319,劣,26.00770 
2320,嘱,25.99874 
2321,沃,25.98979 
2322,厢,25.93922 
2323,摘,25.93079 
2324,咋,25.91288 
2325,坤,25.88759 
2326,俯,25.87284 
2327,媳,25.85282 
2328,赋,25.78381 
2329,嘶,25.76696 
2330,贡,25.76222 
2331,碌,25.75221 
2332,匙,25.73166 
2333,拢,25.71797 
2334,谭,25.69584 
2335,翁,25.69321 
2336,辜,25.62525 
2337,竭,25.57784 
2338,廉,25.57574 
2339,械,25.56625 
2340,贸,25.41928 
2341,辅,25.37029 
2342,讽,25.36450 
2343,呐,25.31972 
2344,斌,25.29970 
2345,辽,25.19909 
2346,填,25.18855 
2347,窃,25.14325 
